id,ing_name,prot.ing.g.,fat.ing.g.,total_cab.ing.g.,modified_cal.ing.kcal.
4180,金針菇罐頭,1.724,0.2225,4.5218,16.772
4181,金(冬/榎/朴)菇,1.724,0.2225,4.5218,16.772
4182,金絲菇,1.724,0.2225,4.5218,16.772
4183,金菇菜,1.724,0.2225,4.5218,16.772
4184,秋葷,1.724,0.2225,4.5218,16.772
4185,樸蕈構菌,1.724,0.2225,4.5218,16.772
4186,毛柄金線菇,1.724,0.2225,4.5218,16.772
4187,菌子(絨柄金錢菇),1.724,0.2225,4.5218,16.772
4188,滑菇,2.6285,0.1951,4.6597,24.0557
4189,珍珠菇,2.6285,0.1951,4.6597,24.0557
4190,滑子,2.6285,0.1951,4.6597,24.0557
4191,滑子蘑,2.6285,0.1951,4.6597,24.0557
4192,光蓋鱗傘,2.6285,0.1951,4.6597,24.0557
4193,光帽黃傘(滑鱗傘),2.6285,0.1951,4.6597,24.0557
4194,舞菇,1.422,0.1402,5.8185,26.9817
4195,舞茸,1.422,0.1402,5.8185,26.9817
4196,灰樹花,1.422,0.1402,5.8185,26.9817
4197,葉多孔菌,1.422,0.1402,5.8185,26.9817
4198,栗子蘑,1.422,0.1402,5.8185,26.9817
4199,千佛菌,1.422,0.1402,5.8185,26.9817
4200,蓮花菌,1.422,0.1402,5.8185,26.9817
4201,鴻喜菇,2.9157,0.1487,5.3102,25.4179
4202,紅喜菇,2.9157,0.1487,5.3102,25.4179
4203,真姬菇,2.9157,0.1487,5.3102,25.4179
4204,斑玉蕈,2.9157,0.1487,5.3102,25.4179
4205,玉蕈,2.9157,0.1487,5.3102,25.4179
4206,膠玉蘑,2.9157,0.1487,5.3102,25.4179
4207,蟹味菇,2.9157,0.1487,5.3102,25.4179
4208,海鮮菇,2.9157,0.1487,5.3102,25.4179
4209,假松茸,2.9157,0.1487,5.3102,25.4179
4210,松茸菇,2.9157,0.1487,5.3102,25.4179
4211,榆菇,2.9157,0.1487,5.3102,25.4179
4212,靈芝菇,2.9157,0.1487,5.3102,25.4179
4213,黑真珠,2.9157,0.1487,5.3102,25.4179
4214,美白菇,2.3595,0.2506,4.8156,24.1356
4215,白鴻喜菇,2.3595,0.2506,4.8156,24.1356
4216,洋菇,3.039,0.2456,3.8347,22.5391
4217,西洋蘑菇(蘑菇,3.039,0.2456,3.8347,22.5391
4218,雙孢蘑菇),3.039,0.2456,3.8347,22.5391
4219,冷凍洋菇,3.79,1.45,4.28,31.2913
4220,西洋蘑菇(蘑菇,3.79,1.45,4.28,31.2913
4221,雙孢蘑菇),3.79,1.45,4.28,31.2913
4222,洋菇罐頭,2.912,0.265,4.2848,20.3391
4223,西洋蘑菇(蘑菇,2.912,0.265,4.2848,20.3391
4224,雙孢蘑菇),2.912,0.265,4.2848,20.3391
4225,白茯苓,0.99,0.19,79.8968,162.1415
4226,松(雲/安/閩)苓,0.99,0.19,79.8968,162.1415
4227,玉(茯)靈,0.99,0.19,79.8968,162.1415
4228,茯兔(龜),0.99,0.19,79.8968,162.1415
4229,松柏芋,0.99,0.19,79.8968,162.1415
4230,松薯,0.99,0.19,79.8968,162.1415
4231,不死麵,0.99,0.19,79.8968,162.1415
4232,萬靈桂(精),0.99,0.19,79.8968,162.1415
4233,更生,0.99,0.19,79.8968,162.1415
4234,金翁,0.99,0.19,79.8968,162.1415
4235,猴頭菇,2.065,0.265,5.8647,26.1953
4236,猴頭蘑,2.065,0.265,5.8647,26.1953
4237,刺蝟菌,2.065,0.265,5.8647,26.1953
4238,蝟菌,2.065,0.265,5.8647,26.1953
4239,花菜菇,2.065,0.265,5.8647,26.1953
4240,圓頭菇,2.065,0.265,5.8647,26.1953
4241,陰陽蘑,2.065,0.265,5.8647,26.1953
4242,對臉蘑,2.065,0.265,5.8647,26.1953
4243,乾猴頭菇,12.287,3.354,64.3347,241.7522
4244,猴頭蘑,12.287,3.354,64.3347,241.7522
4245,刺蝟菌,12.287,3.354,64.3347,241.7522
4246,蝟菌,12.287,3.354,64.3347,241.7522
4247,花菜菇,12.287,3.354,64.3347,241.7522
4248,圓頭菇,12.287,3.354,64.3347,241.7522
4249,陰陽蘑,12.287,3.354,64.3347,241.7522
4250,對臉蘑,12.287,3.354,64.3347,241.7522
4251,猴頭菇罐頭,0.969,0.106,6.4716,25.3832
4252,猴頭蘑,0.969,0.106,6.4716,25.3832
4253,刺蝟菌,0.969,0.106,6.4716,25.3832
4254,蝟菌,0.969,0.106,6.4716,25.3832
4255,花菜菇,0.969,0.106,6.4716,25.3832
4256,圓頭菇,0.969,0.106,6.4716,25.3832
4257,陰陽蘑,0.969,0.106,6.4716,25.3832
4258,對臉蘑,0.969,0.106,6.4716,25.3832
4259,乾竹笙,17.517,1.9549,64.0664,249.6092
4260,竹蓀,17.517,1.9549,64.0664,249.6092
4261,竹參(長裙竹蓀),17.517,1.9549,64.0664,249.6092
4262,松茸白菇,5.073,0.4825,5.2719,32.0217
4263,金喜菇,2.74,0.2484,7.6688,34.3927
4264,喜來菇,3.539,0.4061,6.2506,32.8144
4265,富珍茸,2.999,0.3757,6.7732,32.8026
4266,白鳳豆平均值,23.768,2.061,58.2035,295.9715
4267,矮性刀豆,23.768,2.061,58.2035,295.9715
4268,洋刀豆,23.768,2.061,58.2035,295.9715
4269,立刀豆,23.768,2.061,58.2035,295.9715
4270,白鳳豆(台灣),27.393,2.813,56.3637,300.9206
4271,矮性刀豆,27.393,2.813,56.3637,300.9206
4272,洋刀豆,27.393,2.813,56.3637,300.9206
4273,立刀豆,27.393,2.813,56.3637,300.9206
4274,白鳳豆(進口),20.143,1.309,60.0433,291.0224
4275,矮性刀豆,20.143,1.309,60.0433,291.0224
4276,洋刀豆,20.143,1.309,60.0433,291.0224
4277,立刀豆,20.143,1.309,60.0433,291.0224
4278,米豆,21.7395,2.4487,62.2114,316.6111
4279,飯豆,21.7395,2.4487,62.2114,316.6111
4280,蛋白豆,21.7395,2.4487,62.2114,316.6111
4281,赤山豆,21.7395,2.4487,62.2114,316.6111
4282,繖形豇豆,21.7395,2.4487,62.2114,316.6111
4283,島田豇豆,21.7395,2.4487,62.2114,316.6111
4284,花豆,21.2243,1.7285,59.0416,288.4977
4285,紅花豆,21.2243,1.7285,59.0416,288.4977
4286,紅(赤)花菜豆,21.2243,1.7285,59.0416,288.4977
4287,花仔(阿/柳)豆,21.2243,1.7285,59.0416,288.4977
4288,花豆罐頭(糖漬),7.572,0,43.5047,189.9297
4289,紅花豆,7.572,0,43.5047,189.9297
4290,紅(赤)花菜豆,7.572,0,43.5047,189.9297
4291,花仔(阿/柳)豆,7.572,0,43.5047,189.9297
4292,紅豆,20.922,0.6215,61.4714,289.7696
4293,小豆,20.922,0.6215,61.4714,289.7696
4294,赤小豆,20.922,0.6215,61.4714,289.7696
4295,赤豆,20.922,0.6215,61.4714,289.7696
4296,通常小豆,20.922,0.6215,61.4714,289.7696
4297,小紅豆,20.922,0.6215,61.4714,289.7696
4298,紅小豆,20.922,0.6215,61.4714,289.7696
4299,紅豆罐頭(糖漬),8.02,0.283,49.4781,220.219
4300,小豆,8.02,0.283,49.4781,220.219
4301,赤小豆,8.02,0.283,49.4781,220.219
4302,赤豆,8.02,0.283,49.4781,220.219
4303,通常小豆,8.02,0.283,49.4781,220.219
4304,小紅豆,8.02,0.283,49.4781,220.219
4305,紅小豆,8.02,0.283,49.4781,220.219
4306,紅雲豆(大紅豆),20.186,1.4074,60.3886,285.2481
4307,紅菜豆,20.186,1.4074,60.3886,285.2481
4308,大紅豆,20.186,1.4074,60.3886,285.2481
4309,黑豆平均值,28.7789,8.1704,37.0327,272.5937
4310,烏豆,28.7789,8.1704,37.0327,272.5937
4311,枝仔豆,28.7789,8.1704,37.0327,272.5937
4312,黑大豆,28.7789,8.1704,37.0327,272.5937
4313,青仁黑豆,36.9788,14.2338,33.7442,340.315
4314,烏豆,36.9788,14.2338,33.7442,340.315
4315,枝仔豆,36.9788,14.2338,33.7442,340.315
4316,黑大豆,36.9788,14.2338,33.7442,340.315
4317,黃仁黑豆,20.579,2.107,40.3211,204.8724
4318,烏豆,20.579,2.107,40.3211,204.8724
4319,枝仔豆,20.579,2.107,40.3211,204.8724
4320,黑大豆,20.579,2.107,40.3211,204.8724
4321,黑豆胚芽,19.234,7.0952,11.7916,146.2768
4322,烏豆,19.234,7.0952,11.7916,146.2768
4323,枝仔豆,19.234,7.0952,11.7916,146.2768
4324,黑大豆,19.234,7.0952,11.7916,146.2768
4325,黑豆粉,36,17.6,39,395.8755
4326,烏豆,36,17.6,39,395.8755
4327,枝仔豆,36,17.6,39,395.8755
4328,黑大豆,36,17.6,39,395.8755
4329,烘烤黑豆,39.02,20.07,32.41,379.2177
4330,烏豆,39.02,20.07,32.41,379.2177
4331,枝仔豆,39.02,20.07,32.41,379.2177
4332,黑大豆,39.02,20.07,32.41,379.2177
4333,毛綠豆,22.138,1.2203,63.5534,311.8883
4334,菉豆,22.138,1.2203,63.5534,311.8883
4335,綠小豆,22.138,1.2203,63.5534,311.8883
4336,輻莢豆,22.138,1.2203,63.5534,311.8883
4337,綠豆,22.7713,1.0997,62.961,311.8591
4338,菉豆,22.7713,1.0997,62.961,311.8591
4339,綠小豆,22.7713,1.0997,62.961,311.8591
4340,輻莢豆,22.7713,1.0997,62.961,311.8591
4341,綠豆仁,24.615,1.2625,59.6054,315.3239
4342,菉豆,24.615,1.2625,59.6054,315.3239
4343,綠小豆,24.615,1.2625,59.6054,315.3239
4344,輻莢豆,24.615,1.2625,59.6054,315.3239
4345,綠豆粉,21.74,1.54,62.89,318.5598
4346,菉豆,21.74,1.54,62.89,318.5598
4347,綠小豆,21.74,1.54,62.89,318.5598
4348,輻莢豆,21.74,1.54,62.89,318.5598
4349,高纖胚芽冬粉,0.597,0.16,89.9508,361.1697
4350,粉絲,0.597,0.16,89.9508,361.1697
4351,冬粉,0.143,0.09,87.497,348.5282
4352,粉絲,0.143,0.09,87.497,348.5282
4353,寬粉,0.136,0.1265,86.9362,347.3705
4354,寬條冬粉,0.136,0.1265,86.9362,347.3705
4355,豇豆(莢),2.3514,0.1393,6.1872,29.6466
4356,長豇豆,2.3514,0.1393,6.1872,29.6466
4357,長莢豇豆,2.3514,0.1393,6.1872,29.6466
4358,豆角,2.3514,0.1393,6.1872,29.6466
4359,菜(筷/江/長/角)豆,2.3514,0.1393,6.1872,29.6466
4360,萊豆仁,7.8297,0.4032,20.1034,101.8574
4361,皇帝(格)豆,7.8297,0.4032,20.1034,101.8574
4362,白扁豆,7.8297,0.4032,20.1034,101.8574
4363,觀音豆,7.8297,0.4032,20.1034,101.8574
4364,雪豆,7.8297,0.4032,20.1034,101.8574
4365,大馬萊豆,7.8297,0.4032,20.1034,101.8574
4366,細綿豆,7.8297,0.4032,20.1034,101.8574
4367,粉豆莢,1.6605,0.1025,5.0087,23.0323
4368,菜豆莢,1.6605,0.1025,5.0087,23.0323
4369,四季豆,1.6605,0.1025,5.0087,23.0323
4370,雲藕豆,1.6605,0.1025,5.0087,23.0323
4371,隱之(元)豆,1.6605,0.1025,5.0087,23.0323
4372,白(花)雲豆,1.6605,0.1025,5.0087,23.0323
4373,敏(雲/芸/粉/醜)豆,1.6605,0.1025,5.0087,23.0323
4374,敏豆莢,1.746,0.2421,5.3117,25.5017
4375,菜豆莢,1.746,0.2421,5.3117,25.5017
4376,四季豆,1.746,0.2421,5.3117,25.5017
4377,雲藕豆,1.746,0.2421,5.3117,25.5017
4378,隱之(元)豆,1.746,0.2421,5.3117,25.5017
4379,白(花)雲豆,1.746,0.2421,5.3117,25.5017
4380,敏(雲/芸/粉/醜)豆,1.746,0.2421,5.3117,25.5017
4381,冷凍菜豆(莢),3.404,0.114,10.8265,51.7576
4382,四季豆,3.404,0.114,10.8265,51.7576
4383,雲藕豆,3.404,0.114,10.8265,51.7576
4384,隱之(元)豆,3.404,0.114,10.8265,51.7576
4385,白(花)雲豆,3.404,0.114,10.8265,51.7576
4386,敏(雲/芸/粉/醜)豆,3.404,0.114,10.8265,51.7576
4387,毛豆平均值,13.7558,2.5261,13.7359,106.7062
4388,大豆,13.7558,2.5261,13.7359,106.7062
4389,青豆,13.7558,2.5261,13.7359,106.7062
4390,青大豆,13.7558,2.5261,13.7359,106.7062
4391,青皮豆,13.7558,2.5261,13.7359,106.7062
4392,毛豆仁,14.6025,3.3222,12.4871,116.0127
4393,大豆,14.6025,3.3222,12.4871,116.0127
4394,青豆,14.6025,3.3222,12.4871,116.0127
4395,青大豆,14.6025,3.3222,12.4871,116.0127
4396,青皮豆,14.6025,3.3222,12.4871,116.0127
4397,帶莢毛豆,12.909,1.73,14.9846,97.3997
4398,大豆,12.909,1.73,14.9846,97.3997
4399,青豆,12.909,1.73,14.9846,97.3997
4400,青大豆,12.909,1.73,14.9846,97.3997
4401,青皮豆,12.909,1.73,14.9846,97.3997
4402,冷凍毛豆仁,12.468,6.1316,9.8461,121.2838
4403,大豆,12.468,6.1316,9.8461,121.2838
4404,青豆,12.468,6.1316,9.8461,121.2838
4405,青大豆,12.468,6.1316,9.8461,121.2838
4406,青皮豆,12.468,6.1316,9.8461,121.2838
4407,黃豆,35.615,15.7,32.93,358.9514
4408,大豆,35.615,15.7,32.93,358.9514
4409,毛豆,35.615,15.7,32.93,358.9514
4410,菽,35.615,15.7,32.93,358.9514
4411,黃豆胚芽,16.771,6.9514,15.7371,150.6268
4412,大豆,16.771,6.9514,15.7371,150.6268
4413,毛豆,16.771,6.9514,15.7371,150.6268
4414,菽,16.771,6.9514,15.7371,150.6268
4415,黃豆粉,37.36,16.74,32.23,373.8949
4416,大豆,37.36,16.74,32.23,373.8949
4417,毛豆,37.36,16.74,32.23,373.8949
4418,菽,37.36,16.74,32.23,373.8949
4419,豌豆仁,9.2025,0.35,21.7452,107.8815
4420,荷仁(蓮/蘭)豆,9.2025,0.35,21.7452,107.8815
4421,花蓮豆,9.2025,0.35,21.7452,107.8815
4422,飛龍豆,9.2025,0.35,21.7452,107.8815
4423,青小豆,9.2025,0.35,21.7452,107.8815
4424,胡(畢/宛/孫/丸/留)豆,9.2025,0.35,21.7452,107.8815
4425,戎菽,9.2025,0.35,21.7452,107.8815
4426,豌豆莢平均值,2.6575,0.085,8.5129,38.9432
4427,荷仁(蓮/蘭)豆,2.6575,0.085,8.5129,38.9432
4428,花蓮豆,2.6575,0.085,8.5129,38.9432
4429,飛龍豆,2.6575,0.085,8.5129,38.9432
4430,青小豆,2.6575,0.085,8.5129,38.9432
4431,胡(畢/宛/孫/丸/留)豆,2.6575,0.085,8.5129,38.9432
4432,戎菽,2.6575,0.085,8.5129,38.9432
4433,豌豆莢,2.945,0.1699,7.1186,34.087
4434,荷仁(蓮/蘭)豆,2.945,0.1699,7.1186,34.087
4435,花蓮豆,2.945,0.1699,7.1186,34.087
4436,飛龍豆,2.945,0.1699,7.1186,34.087
4437,青小豆,2.945,0.1699,7.1186,34.087
4438,胡(畢/宛/孫/丸/留)豆,2.945,0.1699,7.1186,34.087
4439,戎菽,2.945,0.1699,7.1186,34.087
4440,高山大豌豆莢,2.37,0,9.9072,43.7995
4441,荷仁(蓮/蘭)豆,2.37,0,9.9072,43.7995
4442,花蓮豆,2.37,0,9.9072,43.7995
4443,飛龍豆,2.37,0,9.9072,43.7995
4444,青小豆,2.37,0,9.9072,43.7995
4445,胡(畢/宛/孫/丸/留)豆,2.37,0,9.9072,43.7995
4446,戎菽,2.37,0,9.9072,43.7995
4447,甜豌豆莢,3.0444,0.1762,7.4469,36.6853
4448,甜脆豌豆,3.0444,0.1762,7.4469,36.6853
4449,甜荷蘭豆,3.0444,0.1762,7.4469,36.6853
4450,甜荷仁豆,3.0444,0.1762,7.4469,36.6853
4451,冷凍豌豆仁,6.0905,0.6085,17.1376,79.4948
4452,荷仁(蓮/蘭)豆,6.0905,0.6085,17.1376,79.4948
4453,花蓮豆,6.0905,0.6085,17.1376,79.4948
4454,飛龍豆,6.0905,0.6085,17.1376,79.4948
4455,青小豆,6.0905,0.6085,17.1376,79.4948
4456,胡(畢/宛/孫/丸/留)豆,6.0905,0.6085,17.1376,79.4948
4457,戎菽,6.0905,0.6085,17.1376,79.4948
4458,豌豆仁罐頭,7.17,0.9235,22.1351,110.9878
4459,荷仁(蓮/蘭)豆,7.17,0.9235,22.1351,110.9878
4460,花蓮豆,7.17,0.9235,22.1351,110.9878
4461,飛龍豆,7.17,0.9235,22.1351,110.9878
4462,青小豆,7.17,0.9235,22.1351,110.9878
4463,胡(畢/宛/孫/丸/留)豆,7.17,0.9235,22.1351,110.9878
4464,戎菽,7.17,0.9235,22.1351,110.9878
4465,鵲豆莢,2.4115,0.261,5.0891,24.2789
4466,肉(扁/藊)豆,2.4115,0.261,5.0891,24.2789
4467,峨(蛾/花)眉豆,2.4115,0.261,5.0891,24.2789
4468,沿(延)籬豆,2.4115,0.261,5.0891,24.2789
4469,隱元豆,2.4115,0.261,5.0891,24.2789
4470,膨皮豆,2.4115,0.261,5.0891,24.2789
4471,鹽酥蠶豆,26.928,20.865,46.2731,408.6962
4472,蠶豆酥,26.928,20.865,46.2731,408.6962
4473,蠶豆子,26.928,20.865,46.2731,408.6962
4474,蠶豆花,26.928,20.865,46.2731,408.6962
4475,紅扁豆仁,25.26,2.1197,58.3282,307.8857
4476,牛小排平均值,15.1305,28.8672,0,324.9894
4477,肥牛肉,15.1305,28.8672,0,324.9894
4478,小肋排,15.1305,28.8672,0,324.9894
4479,牛仔骨,15.1305,28.8672,0,324.9894
4480,去骨牛小排,17.1365,24.0194,0,289.8278
4481,肥牛肉,17.1365,24.0194,0,289.8278
4482,小肋排,17.1365,24.0194,0,289.8278
4483,帶骨牛小排,13.1245,33.715,0.3875,360.1509
4484,牛仔骨,13.1245,33.715,0.3875,360.1509
4485,牛肋條,18.638,16.15,1.1166,225.2573
4486,腩條,18.638,16.15,1.1166,225.2573
4487,條肉,18.638,16.15,1.1166,225.2573
4488,沙朗牛排,20.432,8.2881,1.5127,162.0033
4489,里肌,20.432,8.2881,1.5127,162.0033
4490,大里肌,20.432,8.2881,1.5127,162.0033
4491,肋眼,20.432,8.2881,1.5127,162.0033
4492,修清肋眼肉;修清肉眼,20.432,8.2881,1.5127,162.0033
4493,板腱 ,19.8345,9.0433,0.1704,166.2639
4494,板腱牛排;白蘭地牛排;上肩胛脊底肌,19.8345,9.0433,0.1704,166.2639
4495,牛去骨肩胛小排,16.906,17.88,1.2152,233.4662
4496,肥牛肉,16.906,17.88,1.2152,233.4662
4497,牛前胸肉,14.79,29.65,0,330.5963
4498,去骨前胸肉,14.79,29.65,0,330.5963
4499,牛腩,14.79,29.65,0,330.5963
4500,牛修清前胸肉,22.28,2.81,0.9302,120.4818
4501,修清牛腩,22.28,2.81,0.9302,120.4818
4502,修清前胸腋肌,22.28,2.81,0.9302,120.4818
4503,去骨紐約克牛排,21.33,10.81,0,188.5853
4504,外條,21.33,10.81,0,188.5853
4505,西冷,21.33,10.81,0,188.5853
4506,去骨前腰脊肉,21.33,10.81,0,188.5853
4507,腓力牛排,20.6265,10.66,0.1333,184.2284
4508,菲力牛排,20.6265,10.66,0.1333,184.2284
4509,牛柳,20.6265,10.66,0.1333,184.2284
4510,小里肌,20.6265,10.66,0.1333,184.2284
4511,腰內肉,20.6265,10.66,0.1333,184.2284
4512,去脂腰里肌肉,20.6265,10.66,0.1333,184.2284
4513,全修清去膜腰裡脊肉,20.6265,10.66,0.1333,184.2284
4514,牛後腿肉,19.439,4.3137,3.7037,121.9141
4515,牛後腿股肉,20.6,7.22,0.75,153.0864
4516,和尚頭,20.6,7.22,0.75,153.0864
4517,牛霖,20.6,7.22,0.75,153.0864
4518,牛後腿腱子心,19.8387,6.0367,0,139.1623
4519,牛腱,19.8387,6.0367,0,139.1623
4520,腱子,19.8387,6.0367,0,139.1623
4521,牛肉火鍋片平均值,19.0555,18.7321,0.0172,250.3303
4522,牛五花肉火鍋片,15.747,40.2512,0,430.3055
4523,牛紐約客火鍋片,20.128,19.5922,0,262.6682
4524,牛梅花肉火鍋片,20.3,3.6893,0.9048,119.9585
4525,牛嫩肩里肌火鍋片,20.047,11.3956,1.7868,188.389
4526,牛肚平均值,13.9212,1.473,0,72.7298
4527,百葉胃,13.9212,1.473,0,72.7298
4528,毛肚,13.9212,1.473,0,72.7298
4529,牛百葉,13.9212,1.473,0,72.7298
4530,牛百頁,13.9212,1.473,0,72.7298
4531,牛草肚(牛之第一胃);蜂巢肚,13.9212,1.473,0,72.7298
4532,金錢肚(牛之第二胃),13.9212,1.473,0,72.7298
4533,牛肚(瘤胃),7.482,1.37,0,44.3055
4534,百葉胃,7.482,1.37,0,44.3055
4535,毛肚,7.482,1.37,0,44.3055
4536,牛百葉,7.482,1.37,0,44.3055
4537,牛百頁,7.482,1.37,0,44.3055
4538,牛草肚(牛之第一胃,7.482,1.37,0,44.3055
4539,山鏈狀),7.482,1.37,0,44.3055
4540,牛肚切片(瘤胃),15.322,0.2,0.2776,67.2289
4541,百葉胃,15.322,0.2,0.2776,67.2289
4542,毛肚,15.322,0.2,0.2776,67.2289
4543,牛百葉,15.322,0.2,0.2776,67.2289
4544,牛百頁,15.322,0.2,0.2776,67.2289
4545,牛草肚(牛之第一胃),15.322,0.2,0.2776,67.2289
4546,牛肚(蜂巢胃),18.9595,2.849,0,106.655
4547,蜂巢肚,18.9595,2.849,0,106.655
4548,金錢肚(牛之第二胃),18.9595,2.849,0,106.655
4549,牛筋,21.694,7.1706,3.268,157.3122
4550,蹄筋,21.694,7.1706,3.268,157.3122
4551,滷牛筋,21.099,2.7538,2.562,119.4282
4552,滷蹄筋,21.099,2.7538,2.562,119.4282
4553,山羊帶皮羊肉塊,20.258,8.6326,3.3944,164.3677
4554,山羊前腿肉片,21.3,3.5,0,122.521
4555,山羊後腿肉火鍋片,18.883,9.9475,0.074,170.3569
4556,綿羊肉切片,18.8,13,0,197.536
4557,法式羊排,18.76,19.965,0,260.1895
4558,羊肋排,18.76,19.965,0,260.1895
4559,羊小排,18.76,19.965,0,260.1895
4560,去骨肩頸眼羊肉,17.835,13.515,0,198.0608
4561,小羊腰脊肉,26.477,3.3164,0,142.9707
4562,去骨腰脊肉,26.477,3.3164,0,142.9707
4563,綿羊腹脅肉火鍋片,16.941,19.9671,2.5322,252.4413
4564,五花肉火鍋片,16.941,19.9671,2.5322,252.4413
4565,豬下肩肉,18.101,13.605,0,200.0084
4566,前腿肉,18.101,13.605,0,200.0084
4567,豬下肩瘦肉,20.0675,5.045,0,131.1941
4568,前腿瘦肉,20.0675,5.045,0,131.1941
4569,豬上肩肉,18.8845,14.0077,0,206.9863
4570,梅花肉,18.8845,14.0077,0,206.9863
4571,豬肩胛肉,16.5457,24.8362,0,294.6727
4572,胛心肉,16.5457,24.8362,0,294.6727
4573,豬肩胛排,17.94,12.73,0,191.4284
4574,中排,17.94,12.73,0,191.4284
4575,豬前腿外腱肉,20.6695,6.4549,0,146.482
4576,豬腱,20.6695,6.4549,0,146.482
,豬肉,20.6695,6.4549,0,146.482
,肉,20.6695,6.4549,0,146.482
4577,腱子肉,20.6695,6.4549,0,146.482
4578,豬後腿外腱肉,19.011,10.51,1.683,175.9772
4579,豬腱,19.011,10.51,1.683,175.9772
4580,外腱,19.011,10.51,1.683,175.9772
4581,豬後腿肉,20.386,3.96,0.4183,122.7674
4582,豬後腿瘦肉,21.0705,2.3,1.339,110.717
4583,豬大里肌,19.2457,14.3619,0.0277,211.7235
4584,背脊肉,19.2457,14.3619,0.0277,211.7235
4585,里肌肉,19.2457,14.3619,0.0277,211.7235
4586,豬大排,19.1,14.7,0,214.151
4587,背脊,19.1,14.7,0,214.151
4588,帶骨里肌,19.1,14.7,0,214.151
4589,豬小排,18.0063,23.341,0,287.4227
4590,里肌小排,18.0063,23.341,0,287.4227
4591,肋小排,18.0063,23.341,0,287.4227
4592,肋骨排,18.0063,23.341,0,287.4227
4593,僧帽肌,20.388,13.4788,0,208.6355
4594,離緣肉,20.388,13.4788,0,208.6355
4595,豬小里肌,21.1225,5.4432,0,139.2907
4596,腰內肉,21.1225,5.4432,0,139.2907
4597,豬去皮腹脇肉,14.9033,32.8512,0.4556,359.9549
4598,去皮五花肉,14.9033,32.8512,0.4556,359.9549
4599,去皮三層肉,14.9033,32.8512,0.4556,359.9549
4600,豬帶皮腹脇肉,14.54,33.9325,0,368.157
4601,帶皮五花肉,14.54,33.9325,0,368.157
4602,帶皮三層肉,14.54,33.9325,0,368.157
4603,豬腹脇排,18.744,20.7126,0,266.8645
4604,腩排,18.744,20.7126,0,266.8645
4605,肉排,18.744,20.7126,0,266.8645
4606,小排,18.744,20.7126,0,266.8645
,排骨,18.744,20.7126,0,266.8645
4607,豬肝連,14.583,15.11,0.9173,198.5616
4608,肝連,14.583,15.11,0.9173,198.5616
4609,隔胸肉,14.583,15.11,0.9173,198.5616
4610,條仔肉(橫隔肌),14.583,15.11,0.9173,198.5616
4611,豬頰肉,17.52,11.905,1.3775,182.1935
4612,豬舌肉,17.52,11.905,1.3775,182.1935
4613,菊花肉,17.52,11.905,1.3775,182.1935
4614,豬頸肉,17.237,23.3001,0.8429,283.7689
4615,豬絞肉平均值,18.738,14.5939,0,211.6482
4616,豬絞肉(70％瘦肉率),18.972,15.1731,0,217.8718
4617,豬絞肉(90％瘦肉率),18.504,14.0147,0,205.4247
4618,豬心,13.5745,7.765,1.0301,128.0034
4619,豬白管,14.136,3.5688,0,92.5513
4620,豬管庭(廷),14.136,3.5688,0,92.5513
4621,皇管(豬之胸大動脈),14.136,3.5688,0,92.5513
4622,豬皮,22.119,43.9531,0,490.9051
4623,豬耳,24.163,14.4,0,233.064
4624,豬舌,18.468,11.775,0,185.0689
4625,豬血,6.3017,0.2748,0.5152,29.387
4626,豬尾,16.188,25.03,7.1377,294.8934
4627,豬肝,20.813,4.095,2.8524,125.8084
4628,醃燻豬肝,26.825,4.72,4.1913,166.5452
4629,膽肝,31.2,7.9,13.9,251.5
4630,鹹豬肝,31.2,7.9,13.9,251.5
4631,粉肝,31.2,7.9,13.9,251.5
4632,柴肝,31.2,7.9,13.9,251.5
4633,豬肚,12.446,10.955,0,151.9585
4634,豬胃,12.446,10.955,0,151.9585
4635,熟豬肚,16.03,7.55,2.7008,136.5491
4636,豬胃,16.03,7.55,2.7008,136.5491
4637,豬空腸,9.961,16.82,6.2977,194.2499
4638,粉腸,9.961,16.82,6.2977,194.2499
4639,豬骨湯平均值,0.948,0.43,0.0274,7.9266
4640,高湯,0.948,0.43,0.0274,7.9266
4641,豬大骨湯,1.008,0.3,0.4034,7.0102
4642,高湯,1.008,0.3,0.4034,7.0102
4643,豬肋骨湯,0.693,0.64,0,8.7319
4644,高湯,0.693,0.64,0,8.7319
4645,小骨湯,0.693,0.64,0,8.7319
4646,籤仔骨湯,0.693,0.64,0,8.7319
4647,冰仔骨湯,0.693,0.64,0,8.7319
4648,支骨湯,0.693,0.64,0,8.7319
4649,豬肩骨湯,1.143,0.35,0.2352,8.0376
4650,高湯,1.143,0.35,0.2352,8.0376
,昆布素高湯,1.143,0.35,0.2352,8.0376
4651,豬腎,15.0215,1.925,1.6766,81.5053
4652,腰子,15.0215,1.925,1.6766,81.5053
4653,豬脾臟,15.038,1.62,2.0056,78.8247
4654,腰尺,15.038,1.62,2.0056,78.8247
4655,豬大腸,6.592,18.855,1.9137,198.2199
4656,豬小腸,12.4805,11.385,0.6162,155.9844
4657,豬粉腸,11.849,14.0135,10.9597,176.997
4658,豬腳平均值,20.7145,18.185,0,252.4796
4659,豬蹄,20.7145,18.185,0,252.4796
4660,豬前腳,21.887,17.58,0,252.0291
4661,豬腳,21.887,17.58,0,252.0291
4662,豬蹄,21.887,17.58,0,252.0291
4663,短腳,21.887,17.58,0,252.0291
